| 6h return | daily fractional period | daily return | weekly fractional period | weekly return | monthly fractional period | monthly return | annual fractional period | annual return |
| 0.027195 | 0.250000 | 0.108779 | 0.051587 | 0.527160 | 0.011905 | 2.284360 | 0.000684 | 39.730740 |
| 0.012956 | 0.250000 | 0.051824 | 0.051587 | 0.251145 | 0.011905 | 1.088296 | 0.000684 | 18.928185 |
| 0.003541 | 0.250000 | 0.014165 | 0.051587 | 0.068648 | 0.011905 | 0.297473 | 0.000684 | 5.173793 |
| 0.009072 | 0.250000 | 0.036289 | 0.051587 | 0.175861 | 0.011905 | 0.762064 | 0.000684 | 13.254197 |
| -0.000773 | 0.250000 | -0.003091 | 0.051587 | -0.014980 | 0.011905 | -0.064914 | 0.000684 | -1.129016 |
| -0.000210 | 0.250000 | -0.000841 | 0.051587 | -0.004074 | 0.011905 | -0.017653 | 0.000684 | -0.307034 |
| -0.003565 | 0.250000 | -0.014260 | 0.051587 | -0.069106 | 0.011905 | -0.299461 | 0.000684 | -5.208379 |
| 0.010202 | 0.250000 | 0.040807 | 0.051587 | 0.197757 | 0.011905 | 0.856946 | 0.000684 | 14.904427 |
| 0.009149 | 0.250000 | 0.036597 | 0.051587 | 0.177354 | 0.011905 | 0.768534 | 0.000684 | 13.366729 |
| -0.013908 | 0.250000 | -0.055634 | 0.051587 | -0.269610 | 0.011905 | -1.168310 | 0.000684 | -20.319823 |
| -0.012974 | 0.250000 | -0.051897 | 0.051587 | -0.251502 | 0.011905 | -1.089840 | 0.000684 | -18.955050 |
| 0.007535 | 0.250000 | 0.030139 | 0.051587 | 0.146060 | 0.011905 | 0.632925 | 0.000684 | 11.008155 |
| -0.012025 | 0.250000 | -0.048101 | 0.051587 | -0.233103 | 0.011905 | -1.010115 | 0.000684 | -17.568417 |
| -0.018955 | 0.250000 | -0.075820 | 0.051587 | -0.367436 | 0.011905 | -1.592223 | 0.000684 | -27.692747 |
| -0.008941 | 0.250000 | -0.035763 | 0.051587 | -0.173311 | 0.011905 | -0.751016 | 0.000684 | -13.062051 |
| -0.001497 | 0.250000 | -0.005987 | 0.051587 | -0.029014 | 0.011905 | -0.125728 | 0.000684 | -2.186723 |
| 0.021830 | 0.250000 | 0.087322 | 0.051587 | 0.423174 | 0.011905 | 1.833756 | 0.000684 | 31.893597 |
| 0.019162 | 0.250000 | 0.076649 | 0.051587 | 0.371452 | 0.011905 | 1.609625 | 0.000684 | 27.995404 |
| -0.003724 | 0.250000 | -0.014895 | 0.051587 | -0.072184 | 0.011905 | -0.312796 | 0.000684 | -5.440298 |
| 0.007029 | 0.250000 | 0.028115 | 0.051587 | 0.136248 | 0.011905 | 0.590410 | 0.000684 | 10.268698 |
| -0.000365 | 0.250000 | -0.001460 | 0.051587 | -0.007075 | 0.011905 | -0.030660 | 0.000684 | -0.533249 |
| 0.005800 | 0.250000 | 0.023199 | 0.051587 | 0.112425 | 0.011905 | 0.487175 | 0.000684 | 8.473193 |
| 0.004965 | 0.250000 | 0.019860 | 0.051587 | 0.096242 | 0.011905 | 0.417050 | 0.000684 | 7.253541 |
| -0.021120 | 0.250000 | -0.084480 | 0.051587 | -0.409405 | 0.011905 | -1.774089 | 0.000684 | -30.855848 |
| -0.002796 | 0.250000 | -0.011184 | 0.051587 | -0.054198 | 0.011905 | -0.234858 | 0.000684 | -4.084765 |
| 0.001659 | 0.250000 | 0.006638 | 0.051587 | 0.032168 | 0.011905 | 0.139395 | 0.000684 | 2.424429 |
| -0.004462 | 0.250000 | -0.017846 | 0.051587 | -0.086486 | 0.011905 | -0.374774 | 0.000684 | -6.518257 |
| -0.006988 | 0.250000 | -0.027951 | 0.051587 | -0.135457 | 0.011905 | -0.586981 | 0.000684 | -10.209070 |
| 0.011432 | 0.250000 | 0.045729 | 0.051587 | 0.221611 | 0.011905 | 0.960316 | 0.000684 | 16.702304 |
| -0.002677 | 0.250000 | -0.010709 | 0.051587 | -0.051898 | 0.011905 | -0.224889 | 0.000684 | -3.911389 |
| -0.004528 | 0.250000 | -0.018113 | 0.051587 | -0.087779 | 0.011905 | -0.380376 | 0.000684 | -6.615698 |
| 0.001294 | 0.250000 | 0.005176 | 0.051587 | 0.025083 | 0.011905 | 0.108692 | 0.000684 | 1.890425 |
| -0.000557 | 0.250000 | -0.002230 | 0.051587 | -0.010807 | 0.011905 | -0.046829 | 0.000684 | -0.814482 |
| 0.003956 | 0.250000 | 0.015825 | 0.051587 | 0.076690 | 0.011905 | 0.332324 | 0.000684 | 5.779953 |
| -0.003220 | 0.250000 | -0.012879 | 0.051587 | -0.062414 | 0.011905 | -0.270460 | 0.000684 | -4.703977 |
| -0.007138 | 0.250000 | -0.028551 | 0.051587 | -0.138363 | 0.011905 | -0.599572 | 0.000684 | -10.428060 |
| -0.015089 | 0.250000 | -0.060357 | 0.051587 | -0.292501 | 0.011905 | -1.267506 | 0.000684 | -22.045094 |
| -0.014493 | 0.250000 | -0.057973 | 0.051587 | -0.280945 | 0.011905 | -1.217426 | 0.000684 | -21.174089 |
| -0.014875 | 0.250000 | -0.059502 | 0.051587 | -0.288355 | 0.011905 | -1.249540 | 0.000684 | -21.732627 |
| -0.008063 | 0.250000 | -0.032254 | 0.051587 | -0.156306 | 0.011905 | -0.677326 | 0.000684 | -11.780397 |
| 0.017709 | 0.250000 | 0.070835 | 0.051587 | 0.343280 | 0.011905 | 1.487545 | 0.000684 | 25.872123 |
| 0.006693 | 0.250000 | 0.026772 | 0.051587 | 0.129742 | 0.011905 | 0.562213 | 0.000684 | 9.778295 |
| 0.000243 | 0.250000 | 0.000972 | 0.051587 | 0.004710 | 0.011905 | 0.020410 | 0.000684 | 0.354972 |
| 0.003789 | 0.250000 | 0.015154 | 0.051587 | 0.073439 | 0.011905 | 0.318236 | 0.000684 | 5.534912 |
| 0.001806 | 0.250000 | 0.007224 | 0.051587 | 0.035007 | 0.011905 | 0.151697 | 0.000684 | 2.638390 |
| -0.001997 | 0.250000 | -0.007988 | 0.051587 | -0.038713 | 0.011905 | -0.167758 | 0.000684 | -2.917727 |
| -0.001975 | 0.250000 | -0.007898 | 0.051587 | -0.038275 | 0.011905 | -0.165860 | 0.000684 | -2.884719 |
| -0.002774 | 0.250000 | -0.011096 | 0.051587 | -0.053772 | 0.011905 | -0.233010 | 0.000684 | -4.052631 |
| -0.000086 | 0.250000 | -0.000344 | 0.051587 | -0.001667 | 0.011905 | -0.007225 | 0.000684 | -0.125662 |
| -0.000759 | 0.250000 | -0.003037 | 0.051587 | -0.014718 | 0.011905 | -0.063778 | 0.000684 | -1.109260 |
| 0.010166 | 0.250000 | 0.040662 | 0.051587 | 0.197056 | 0.011905 | 0.853909 | 0.000684 | 14.851619 |
| 0.017153 | 0.250000 | 0.068613 | 0.051587 | 0.332508 | 0.011905 | 1.440866 | 0.000684 | 25.060267 |
| -0.003293 | 0.250000 | -0.013172 | 0.051587 | -0.063835 | 0.011905 | -0.276619 | 0.000684 | -4.811104 |
| -0.000527 | 0.250000 | -0.002110 | 0.051587 | -0.010224 | 0.011905 | -0.044303 | 0.000684 | -0.770542 |
| 0.001209 | 0.250000 | 0.004837 | 0.051587 | 0.023439 | 0.011905 | 0.101569 | 0.000684 | 1.766542 |
| -0.019518 | 0.250000 | -0.078070 | 0.051587 | -0.378341 | 0.011905 | -1.639477 | 0.000684 | -28.514612 |
| -0.001551 | 0.250000 | -0.006203 | 0.051587 | -0.030061 | 0.011905 | -0.130265 | 0.000684 | -2.265639 |
| 0.001630 | 0.250000 | 0.006520 | 0.051587 | 0.031599 | 0.011905 | 0.136929 | 0.000684 | 2.381539 |
| 0.004368 | 0.250000 | 0.017474 | 0.051587 | 0.084680 | 0.011905 | 0.366949 | 0.000684 | 6.382154 |
| -0.003291 | 0.250000 | -0.013163 | 0.051587 | -0.063789 | 0.011905 | -0.276421 | 0.000684 | -4.807649 |
| -0.003086 | 0.250000 | -0.012345 | 0.051587 | -0.059825 | 0.011905 | -0.259241 | 0.000684 | -4.508857 |
